no,dosya,arsiv_yolu,grup,kaynak,surum,kaynak_degistirme_tarihi,bayt,sha256,ayni_icerik_kopya_sayisi
NC-ARS-068,00_BELGE-DIZINI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/00_BELGE-DIZINI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/00_BELGE-DIZINI.md,,2026-09-05T21:27:31.115884Z,3709,c1218f3bffe0f85223a223fdc2fcae2a21a6dbfa32d70fecaa7471ab03bf910c,1
NC-ARS-069,01_PROJE-KIMLIGI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/01_PROJE-KIMLIGI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/01_PROJE-KIMLIGI.md,,2026-09-05T21:27:26.090829Z,2262,bc41af0eb47a20622c39aba70f169af694d9e1237443f3fdcd976d3141d370f7,2
NC-ARS-070,02_KONSEPT-VE-IS-MODELI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/02_KONSEPT-VE-IS-MODELI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/02_KONSEPT-VE-IS-MODELI.md,,2026-09-05T21:27:26.136006Z,2829,4ef11a1e6604c778a4ce197f5062875b8b8cda50f7175ac0952d9cf800a1ffd6,2
NC-ARS-071,03_HIZMET-TASARIMI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/03_HIZMET-TASARIMI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/03_HIZMET-TASARIMI.md,,2026-09-05T21:27:26.145053Z,2849,9159fa3e8079c93819048ed2f17b1849d012df1b11fc99ed817d089754aaa7a3,2
NC-ARS-072,04_MARKA-VE-TASARIM.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/04_MARKA-VE-TASARIM.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/04_MARKA-VE-TASARIM.md,,2026-09-05T21:27:26.040620Z,2966,7dfa32de9bf45ac6eb539a56810bb19922ccbed9c9bd12973112faf5aa3d3a4a,2
NC-ARS-073,05_WEB-SAYFASI-NASIL-YAPILDI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/05_WEB-SAYFASI-NASIL-YAPILDI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/05_WEB-SAYFASI-NASIL-YAPILDI.md,,2026-09-05T21:27:26.952053Z,3927,7ece56e162a6ce0c4a8658dd01cbed70de31545673801de5bcd05ae837e60d07,2
NC-ARS-074,06_SAYFA-VE-DOSYA-HARITASI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/06_SAYFA-VE-DOSYA-HARITASI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/06_SAYFA-VE-DOSYA-HARITASI.md,,2026-09-05T21:27:26.103140Z,3172,64db2ecc9b2e260bc6a4da6c9bc58c9209614dced5c689036391779f4a9ac2a3,2
NC-ARS-075,07_MIMARI-VE-VERI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/07_MIMARI-VE-VERI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/07_MIMARI-VE-VERI.md,,2026-09-05T21:27:26.111204Z,3344,dc8d8581c1d1cdfe55c5ef2c6368c36c1254f0c8756c7d71b825abaf71d6492c,2
NC-ARS-076,08_REZERVASYON-AKISI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/08_REZERVASYON-AKISI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/08_REZERVASYON-AKISI.md,,2026-09-05T21:27:26.135510Z,3040,9bad401dbedc103ad693fe300f00bebc633a2abc730bdcda53513b5dbef1f725,2
NC-ARS-077,09_API-REFERANSI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/09_API-REFERANSI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/09_API-REFERANSI.md,,2026-09-05T21:27:26.135806Z,3865,cdda8923a9dbb60e2b7b66fcb531c1cf63702de18dba4328ca12cb2c7a4b656e,2
NC-ARS-078,10_ODEME-SISTEMI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/10_ODEME-SISTEMI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/10_ODEME-SISTEMI.md,,2026-09-05T21:27:26.149449Z,3133,2e9ad1c6affd29ffc679ec3d61f26995bfb5c786e0ffbee30ec11306822e5e75,2
NC-ARS-079,11_EPOSTA-SISTEMI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/11_EPOSTA-SISTEMI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/11_EPOSTA-SISTEMI.md,,2026-09-05T21:27:26.162286Z,2652,bd3dfc21bc412ba4dcab4d997258f08b2bf9bbd65269b7e1a809e89c4d81c7dd,2
NC-ARS-080,12_KULLANIM-REHBERI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/12_KULLANIM-REHBERI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/12_KULLANIM-REHBERI.md,,2026-09-05T21:27:26.063423Z,3100,9294ba5208331ba786d893e333dd425d7bba97c2b4d90a2bd2d251ae911f3da8,2
NC-ARS-081,13_GIZLILIK-VE-GUVENLIK.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/13_GIZLILIK-VE-GUVENLIK.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/13_GIZLILIK-VE-GUVENLIK.md,,2026-09-05T21:27:26.094719Z,3410,bc41e6f0f4e56bd6e35ed7ecb33dbdb7740c348a28c117389de0d5d94b46258a,2
NC-ARS-082,14_DIL-ICERIK-VE-SEO.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/14_DIL-ICERIK-VE-SEO.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/14_DIL-ICERIK-VE-SEO.md,,2026-09-05T21:27:26.120173Z,2903,e61135f86496afafbde2749ffa253a21acda726dfc8d9d91acd599f3517bca7f,2
NC-ARS-083,15_KURULUM-YAYIN-BAKIM.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/15_KURULUM-YAYIN-BAKIM.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/15_KURULUM-YAYIN-BAKIM.md,,2026-09-05T21:27:26.127638Z,3670,f61e713687d6194b238cb520302b507bf5e6967bf33cbafcd95c08a54b50e47c,2
NC-ARS-084,16_TEST-VE-KALITE.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/16_TEST-VE-KALITE.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/16_TEST-VE-KALITE.md,,2026-09-05T21:27:26.149720Z,2984,ee1f9801e5f9c745f3271b94994580e829a3a639e0f8e25a52e972f836f7e7d0,2
NC-ARS-085,17_ANALIZ-VE-BASARI-OLCUMU.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/17_ANALIZ-VE-BASARI-OLCUMU.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/17_ANALIZ-VE-BASARI-OLCUMU.md,,2026-09-05T21:27:26.074969Z,2911,662cd3e0a39a9583798a069bf9fcf1bd6b6b924e4c622b86eb1ee3c693fee0b9,2
NC-ARS-086,18_ISLETIM-SABLONLARI.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/18_ISLETIM-SABLONLARI.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/18_ISLETIM-SABLONLARI.md,,2026-09-05T21:27:30.299690Z,2969,59a6b454887723574d63e8a09feaba5268d8d3d4ba8d118bc4c4ecf148c9a6f4,2
NC-ARS-087,19_ACILIS-KARAR-VE-DEVIR.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/19_ACILIS-KARAR-VE-DEVIR.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/19_ACILIS-KARAR-VE-DEVIR.md,,2026-09-05T21:27:30.295076Z,3388,b4a0f832774ce3fcaf1e65308b14a138194c8af2fcf1792d21ca17e1d52d9990,2
NC-ARS-088,20_KAYNAKLAR-VE-KODU-KULLANMA.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/20_KAYNAKLAR-VE-KODU-KULLANMA.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/20_KAYNAKLAR-VE-KODU-KULLANMA.md,,2026-09-05T21:27:30.280894Z,3481,d1d02c51a3bb8fa2660b45a6bc196dc394497f7dcc648378894eea67f07bc0b3,2
NC-ARS-089,99_TESLIM-VE-DOGRULAMA.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/99_TESLIM-VE-DOGRULAMA.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/99_TESLIM-VE-DOGRULAMA.md,,2026-09-05T21:27:31.034708Z,4604,e8293609a5b92a759695ae59bcfcc007ed3a26a8be5ffcbb63265233e2e2cdcf,1
NC-ARS-090,ACILIS-KARARLARI.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/ACILIS-KARARLARI.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/ACILIS-KARARLARI.csv,,2026-09-05T21:27:31.105374Z,656,ae6b3c3d4ab3afed0b6b6416d209beea85a6eec5108b15473475e3da49d4fc49,1
NC-ARS-091,DOC-01_Proje-Kimligi-Konsept.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-01_Proje-Kimligi-Konsept.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-01_Proje-Kimligi-Konsept.md,,2026-09-05T21:27:31.116221Z,2369,da7369c11640d9a5cf8ac748a45f442f71aacc96530ac0a6b9c54186460732e0,1
NC-ARS-092,DOC-02_Arastirma-Plani.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-02_Arastirma-Plani.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-02_Arastirma-Plani.md,,2026-09-05T21:27:31.034488Z,2485,4eae00713c07becb2b7422a4e1ab99d6862a83f9151356add2b3305f03d5474e,1
NC-ARS-093,DOC-03_Hizmet-Katalogu.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-03_Hizmet-Katalogu.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-03_Hizmet-Katalogu.md,,2026-09-05T21:27:31.035133Z,2540,e15e626a34644aaea0e5c8348a1764ef8683103c18770d9de33a562aebaeff3c,1
NC-ARS-094,DOC-04_Roller-Yolculuklar.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-04_Roller-Yolculuklar.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-04_Roller-Yolculuklar.md,,2026-09-05T21:27:31.089962Z,2605,254753f0ea683c9261b131e37f96cf94d03f572f7d674c0e79f57bef02f84689,1
NC-ARS-095,DOC-05_Yetki-ve-Onay.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-05_Yetki-ve-Onay.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-05_Yetki-ve-Onay.md,,2026-09-05T21:27:31.053547Z,2495,730b39fba3cdbac52f626eefa4092929e831610f9996e35c6fd662a95bba463e,1
NC-ARS-096,DOC-06_Yardimci-Kabul-Egitim.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-06_Yardimci-Kabul-Egitim.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-06_Yardimci-Kabul-Egitim.md,,2026-09-05T21:27:31.033944Z,2650,630586a8402f022f14a0207870517421b2f06b2f6b20f90aacdd4899ba167548,1
NC-ARS-097,DOC-07_Ziyaret-Isletimi.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-07_Ziyaret-Isletimi.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-07_Ziyaret-Isletimi.md,,2026-09-05T21:27:31.084293Z,2384,4da336c1bb8d7c48bb406e5711cd757e699b1cc3ebfd0014d8f8732a5e5b9368,1
NC-ARS-098,DOC-08_Olay-ve-Sikayet.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-08_Olay-ve-Sikayet.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-08_Olay-ve-Sikayet.md,,2026-09-05T21:27:31.117885Z,2854,cbd8a21863e1c1873cfe1368ab0e2ad0eb6059e99461a2d1a0041b31872d2aa3,1
NC-ARS-099,DOC-09_Hizmet-Kosullari_NB-EN-TR.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-09_Hizmet-Kosullari_NB-EN-TR.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-09_Hizmet-Kosullari_NB-EN-TR.md,,2026-09-05T21:27:31.105129Z,5533,751e9c807c0508ad473bab631adcc9c216bc274a0062c97fbaf717627349a12e,1
NC-ARS-100,DOC-10_Gizlilik_NB-EN-TR.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-10_Gizlilik_NB-EN-TR.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-10_Gizlilik_NB-EN-TR.md,,2026-09-05T21:27:31.116415Z,6460,2fe0fa8a7c925983a7a1996bb532bb4b5ce3a8e02bca41e7c8701ccb5d97c678,1
NC-ARS-101,DOC-11_Veri-Saklama-Saglayicilar.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-11_Veri-Saklama-Saglayicilar.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-11_Veri-Saklama-Saglayicilar.md,,2026-09-05T21:27:31.116812Z,2891,744e0efbd5e1b4371e4f7c49c3c221c298f86ff6b4a80e86a22a973348dfdede,1
NC-ARS-102,DOC-12_DPIA-On-Degerlendirme.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-12_DPIA-On-Degerlendirme.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-12_DPIA-On-Degerlendirme.md,,2026-09-05T21:27:31.084652Z,2649,e61a86743665ebcf19e945116765b1235ac3c8991ee2e6c75a89ffe44056b93c,1
NC-ARS-103,DOC-13_Web-Tasarim-Mimarisi.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-13_Web-Tasarim-Mimarisi.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-13_Web-Tasarim-Mimarisi.md,,2026-09-05T21:27:31.058925Z,2244,c8806bedeb3171e1cb0512ac5b3671f4c424fbf2cc2c65ca47a268a66ad63bfa,1
NC-ARS-104,DOC-14_Icerik-ve-Acik-Dil.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-14_Icerik-ve-Acik-Dil.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-14_Icerik-ve-Acik-Dil.md,,2026-09-05T21:27:31.050105Z,2422,dca5b3a0b99cabd2af7bf91d4edb3e29e03030fbfd1eed82b09dc6cf268b3ec3,1
NC-ARS-105,DOC-15_Rezervasyon-API.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-15_Rezervasyon-API.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-15_Rezervasyon-API.md,,2026-09-05T21:27:31.090211Z,2462,75473aff5163927c41fccb4b05a2f73e93a335442e85ecb8eb30528c32082daa,1
NC-ARS-106,DOC-16_Teknik-Kurulum-Devir.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-16_Teknik-Kurulum-Devir.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-16_Teknik-Kurulum-Devir.md,,2026-09-05T21:27:31.117560Z,2689,40dd7bcc9687f5ae4ce9bc13ea4918dd696a677980c05c2d50e8905ab13dee92,1
NC-ARS-107,DOC-17_Odeme-Iade-Mutabakat.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-17_Odeme-Iade-Mutabakat.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-17_Odeme-Iade-Mutabakat.md,,2026-09-05T21:27:31.116651Z,2234,9913607bac0730164a7880d8a8cf72e2f93473c16aba80bb2baead7368a181f4,1
NC-ARS-108,DOC-18_Eposta_NB-EN-TR.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-18_Eposta_NB-EN-TR.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-18_Eposta_NB-EN-TR.md,,2026-09-05T21:27:35.396857Z,3636,8c9dd251e2af1be59c75f66945a78b5bd644b62be977dfa0ddaa1b2d2c8a41a7,1
NC-ARS-109,DOC-19_Analiz-ve-Tahmin.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-19_Analiz-ve-Tahmin.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-19_Analiz-ve-Tahmin.md,,2026-09-05T21:27:35.421302Z,2598,b56ce7be16cb6161abd3c5ca5449d8c170ca998b0daa9addba168a2846df0e08,1
NC-ARS-110,DOC-20_Test-ve-Kabul.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-20_Test-ve-Kabul.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-20_Test-ve-Kabul.md,,2026-09-05T21:27:35.351650Z,2274,7c9757d09a634d7adcea3288222b6de2588eb00e78fda10951970d882a584c7f,1
NC-ARS-111,DOC-21_Guvenlik-Yedek-Bakim.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-21_Guvenlik-Yedek-Bakim.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-21_Guvenlik-Yedek-Bakim.md,,2026-09-05T21:27:35.383451Z,2592,b125b8c928ca4bb6bbdfd9c5060277795773c2f7dc316823c6a37e8b052534fa,1
NC-ARS-112,DOC-22_Fiyat-Finans.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-22_Fiyat-Finans.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-22_Fiyat-Finans.md,,2026-09-05T21:27:35.415214Z,2161,927fcf2cf09790f11a789a8762a79787d4ca2155e27081e91b16c6ae3f3a2551,1
NC-ARS-113,DOC-23_Pilot-Acilis.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-23_Pilot-Acilis.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-23_Pilot-Acilis.md,,2026-09-05T21:27:35.407729Z,2846,ada85efd452f7d7bc002fe8b92ad582857a15e5da206014a382d629c7d3d7411,1
NC-ARS-114,DOC-24_Karar-Kaynak-Yonetimi.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-24_Karar-Kaynak-Yonetimi.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-24_Karar-Kaynak-Yonetimi.md,,2026-09-05T21:27:35.388453Z,2604,a3cd1c69a4cb3bbd99f048026b7564461477a71ec1442ac7fd67c277516ec4ce,1
NC-ARS-115,DOC-25_Operasyon-Formlari.md,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-25_Operasyon-Formlari.md,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOC-25_Operasyon-Formlari.md,,2026-09-05T21:27:35.379609Z,2904,7e77b2a6378ab14c44cddf4977caf95f248838c20060c5d85799f3b6ffe56d24,1
NC-ARS-116,DOSYA-ENVANTERI.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOSYA-ENVANTERI.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/DOSYA-ENVANTERI.csv,,2026-09-05T21:27:35.438661Z,3662,75e911be3425e88237c7dbb383f35dc567ffb0aa72a0c3a591e429bc2f9acec1,1
NC-ARS-117,EK-01_Web-Icerigi_NB-EN-TR.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/EK-01_Web-Icerigi_NB-EN-TR.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/EK-01_Web-Icerigi_NB-EN-TR.csv,,2026-09-05T21:27:35.433430Z,44247,6c7842b4dae344b407a5f260013f6e8576b3ff4e74b9d831d7d12484fc99317e,1
NC-ARS-118,FINANS-ORNEK.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/FINANS-ORNEK.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/FINANS-ORNEK.csv,,2026-09-05T21:27:35.360138Z,416,f9fde9468c7722dbe774f8cec18c090913e4a3cd01f83093cde6be8534f63f54,1
NC-ARS-119,KABUL-SENARYOLARI.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/KABUL-SENARYOLARI.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/KABUL-SENARYOLARI.csv,,2026-09-05T21:27:35.403692Z,6090,25997bdfcd89e62710045b3ebfe1a2f1e2d2ff72bc42239d23d464b02da25be4,1
NC-ARS-120,KAYNAK-ENVANTERI.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/KAYNAK-ENVANTERI.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/KAYNAK-ENVANTERI.csv,,2026-09-05T21:27:35.372748Z,21317,6ba13d8ebfa541e63445969822dbf68b60723a8fe49530e45ba10868ce6ed3dc,1
NC-ARS-121,NAVIAR-CARE-001-WEB-01_BELGE-LISTESI_v1.0.csv,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE-001-WEB-01_BELGE-LISTESI_v1.0.csv,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE-001-WEB-01_BELGE-LISTESI_v1.0.csv,,2026-09-05T21:27:26.161997Z,3539,f723360529b32bbb926f67abfecf275a4f5a96f20f4271ca132f61dc306922c6,2
NC-ARS-122,NAVIAR-CARE-001-WEB-01_DOC-012_TUM-BELGELER_v1.0.html,02_PROJE_KAYITLARI/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE-001-WEB-01_DOC-012_TUM-BELGELER_v1.0.html,Proje belgeleri ve önceki kayıtlar,/NAVIAR CARE/01_BELGELER/TAM-BELGE-SETI_2026-09-05/NAVIAR-CARE-001-WEB-01_DOC-012_TUM-BELGELER_v1.0.html,,2026-09-05T21:27:26.099657Z,78870,17da47b71a90efa344d6f9855d15558f77bab50638d447b0a5e08db2fb90118b,2
